tanggal,bulan,tahun,kode_cabang,cabang,customer_id,kategori_rating,rating
13,Jul,2022,BA111,Bandung,bfbe0a06,kebersihan,5
13,Jul,2022,BA111,Bandung,9cecf30f,fasilitas,3
14,Jul,2022,BA111,Bandung,6443b5b9,makanan,4
14,Jul,2022,BA111,Bandung,2ffa3cd3,minuman,4
14,Jul,2022,BA111,Bandung,3c5eac37,layanan,5
14,Jul,2022,BA111,Bandung,fcecd730,kebersihan,3
14,Jul,2022,BA111,Bandung,53cfe3cb,fasilitas,3
15,Jul,2022,BA111,Bandung,d124022a,makanan,4
15,Jul,2022,BA111,Bandung,e8c7aa53,minuman,5
15,Jul,2022,BA111,Bandung,9a180a5e,layanan,3
15,Jul,2022,BA111,Bandung,fb502a56,kebersihan,5
15,Jul,2022,BA111,Bandung,bfef9990,fasilitas,4
16,Jul,2022,BA111,Bandung,24983696,makanan,5
16,Jul,2022,BA111,Bandung,7998bd87,minuman,4
16,Jul,2022,BA111,Bandung,821af6cd,layanan,3
16,Jul,2022,BA111,Bandung,ed78d392,kebersihan,5
16,Jul,2022,BA111,Bandung,fa33edca,fasilitas,3
17,Jul,2022,BA111,Bandung,5e020093,makanan,4
17,Jul,2022,BA111,Bandung,bd902953,minuman,3
17,Jul,2022,BA111,Bandung,9cdb0d37,layanan,5
17,Jul,2022,BA111,Bandung,99623d76,kebersihan,3
17,Jul,2022,BA111,Bandung,bda31ade,fasilitas,3
18,Jul,2022,BA111,Bandung,75a33360,makanan,3
18,Jul,2022,BA111,Bandung,33b83fae,minuman,4
18,Jul,2022,BA111,Bandung,708c89d3,layanan,3
18,Jul,2022,BA111,Bandung,adae335e,kebersihan,3
18,Jul,2022,BA111,Bandung,5c8c0761,fasilitas,4
19,Jul,2022,BA111,Bandung,6.14E+11,makanan,3
19,Jul,2022,BA111,Bandung,16c68b1e,minuman,4
19,Jul,2022,BA111,Bandung,2ef534e4,layanan,5
19,Jul,2022,BA111,Bandung,8eeae0c7,kebersihan,4
19,Jul,2022,BA111,Bandung,246ab913,fasilitas,3
20,Jul,2022,BA111,Bandung,a75005f0,makanan,3
20,Jul,2022,BA111,Bandung,4def3fb1,minuman,4
20,Jul,2022,BA111,Bandung,3e2c8758,layanan,5
20,Jul,2022,BA111,Bandung,c0ce881a,kebersihan,3
20,Jul,2022,BA111,Bandung,a513ce14,fasilitas,5
21,Jul,2022,BA111,Bandung,9d633406,makanan,5
21,Jul,2022,BA111,Bandung,b018e2c1,minuman,4
21,Jul,2022,BA111,Bandung,38a57c68,layanan,4
21,Jul,2022,BA111,Bandung,9eb2bd3b,kebersihan,5
21,Jul,2022,BA111,Bandung,597d12b9,fasilitas,4
22,Jul,2022,BA111,Bandung,dc4e9874,makanan,4
22,Jul,2022,BA111,Bandung,59574bbf,minuman,5
22,Jul,2022,BA111,Bandung,cdc8dc67,layanan,5
22,Jul,2022,BA111,Bandung,728c7d8c,kebersihan,3
22,Jul,2022,BA111,Bandung,324b055c,fasilitas,5
23,Jul,2022,BA111,Bandung,21f61064,makanan,3
23,Jul,2022,BA111,Bandung,da6c2a04,minuman,3
23,Jul,2022,BA111,Bandung,90b2c90b,layanan,4
23,Jul,2022,BA111,Bandung,61847d24,kebersihan,5
23,Jul,2022,BA111,Bandung,026c6b63,fasilitas,3
24,Jul,2022,BA111,Bandung,de77c606,makanan,4
24,Jul,2022,BA111,Bandung,d747cac1,minuman,4
24,Jul,2022,BA111,Bandung,cd719b64,layanan,5
24,Jul,2022,BA111,Bandung,a71e3c0a,kebersihan,5
24,Jul,2022,BA111,Bandung,a127ef63,fasilitas,4
25,Jul,2022,BA111,Bandung,cd6a7c30,makanan,3
25,Jul,2022,BA111,Bandung,da4b29fc,minuman,4
25,Jul,2022,BA111,Bandung,51e8fcf4,layanan,5
25,Jul,2022,BA111,Bandung,075779be,kebersihan,3
25,Jul,2022,BA111,Bandung,0d451d6a,fasilitas,4
26,Jul,2022,BA111,Bandung,0088aea7,makanan,5
26,Jul,2022,BA111,Bandung,5c715ec5,minuman,4
26,Jul,2022,BA111,Bandung,248abe1d,layanan,3
26,Jul,2022,BA111,Bandung,0772aacb,kebersihan,5
26,Jul,2022,BA111,Bandung,c11cafbd,fasilitas,4
27,Jul,2022,BA111,Bandung,b92a0525,makanan,3
27,Jul,2022,BA111,Bandung,134a1e9f,minuman,3
27,Jul,2022,BA111,Bandung,52d17b56,layanan,3
27,Jul,2022,BA111,Bandung,7f954e54,kebersihan,5
27,Jul,2022,BA111,Bandung,b1aef183,fasilitas,4
28,Jul,2022,BA111,Bandung,8b28bbd3,makanan,3
28,Jul,2022,BA111,Bandung,c64e3b49,minuman,3
28,Jul,2022,BA111,Bandung,801676ce,layanan,4
28,Jul,2022,BA111,Bandung,06a5326d,kebersihan,4
28,Jul,2022,BA111,Bandung,923bae84,fasilitas,4
29,Jul,2022,BA111,Bandung,1f10c036,makanan,5
29,Jul,2022,BA111,Bandung,ebe32660,minuman,4
29,Jul,2022,BA111,Bandung,1f0703a1,layanan,5
29,Jul,2022,BA111,Bandung,c94bd3ad,kebersihan,5
29,Jul,2022,BA111,Bandung,b9b34427,fasilitas,5
30,Jul,2022,BA111,Bandung,516da553,makanan,5
30,Jul,2022,BA111,Bandung,fa1319d8,minuman,3
30,Jul,2022,BA111,Bandung,838f1dd5,layanan,5
30,Jul,2022,BA111,Bandung,8eb52d39,kebersihan,4
30,Jul,2022,BA111,Bandung,86869c99,fasilitas,5
31,Jul,2022,BA111,Bandung,4b1cbcb0,makanan,5
31,Jul,2022,BA111,Bandung,175392c2,minuman,3
31,Jul,2022,BA111,Bandung,38acf7be,layanan,5
31,Jul,2022,BA111,Bandung,21e6708b,kebersihan,4
31,Jul,2022,BA111,Bandung,e20e61b6,fasilitas,4
1,Aug,2022,BA111,Bandung,207d0cce,makanan,4
1,Aug,2022,BA111,Bandung,e5c47faf,minuman,3
1,Aug,2022,BA111,Bandung,0045174a,layanan,4
1,Aug,2022,BA111,Bandung,ce7dbe57,kebersihan,4
1,Aug,2022,BA111,Bandung,0bdb1dbd,fasilitas,3
2,Aug,2022,BA111,Bandung,b2fe7412,makanan,4
2,Aug,2022,BA111,Bandung,a8176f3a,minuman,4
2,Aug,2022,BA111,Bandung,19e0b983,layanan,4
2,Aug,2022,BA111,Bandung,475c9cb0,kebersihan,4
2,Aug,2022,BA111,Bandung,7cf30d9c,fasilitas,4
3,Aug,2022,BA111,Bandung,776b95b2,makanan,4
3,Aug,2022,BA111,Bandung,b2c18eab,minuman,3
3,Aug,2022,BA111,Bandung,2d789acf,layanan,4
3,Aug,2022,BA111,Bandung,c77f16fc,kebersihan,3
3,Aug,2022,BA111,Bandung,93c2d136,fasilitas,4
4,Aug,2022,BA111,Bandung,d6f8a4a6,makanan,4
4,Aug,2022,BA111,Bandung,4eab74f5,minuman,5
4,Aug,2022,BA111,Bandung,5b21dafb,layanan,4
4,Aug,2022,BA111,Bandung,f2ca8e35,kebersihan,3
4,Aug,2022,BA111,Bandung,b58141fb,fasilitas,3
5,Aug,2022,BA111,Bandung,cbd541f1,makanan,5
5,Aug,2022,BA111,Bandung,000c8136,minuman,3
5,Aug,2022,BA111,Bandung,599d2c8c,layanan,5
5,Aug,2022,BA111,Bandung,e74dd46d,kebersihan,5
5,Aug,2022,BA111,Bandung,07a90ee8,fasilitas,3
6,Aug,2022,BA111,Bandung,1bb73af4,makanan,4
6,Aug,2022,BA111,Bandung,a03213ce,minuman,3
6,Aug,2022,BA111,Bandung,be3a3bb7,layanan,4
6,Aug,2022,BA111,Bandung,042e2ee5,kebersihan,4
6,Aug,2022,BA111,Bandung,4ac37307,fasilitas,3
7,Aug,2022,BA111,Bandung,f70b4aae,makanan,3
7,Aug,2022,BA111,Bandung,1d401631,minuman,4
7,Aug,2022,BA111,Bandung,e183b437,layanan,5
7,Aug,2022,BA111,Bandung,c86da514,kebersihan,5
7,Aug,2022,BA111,Bandung,d76d73d5,fasilitas,3
8,Aug,2022,BA111,Bandung,dd30a67a,makanan,4
8,Aug,2022,BA111,Bandung,db46c4e7,minuman,4
8,Aug,2022,BA111,Bandung,8f915472,layanan,5
8,Aug,2022,BA111,Bandung,cdc41756,kebersihan,4
8,Aug,2022,BA111,Bandung,e707cd59,fasilitas,5
9,Aug,2022,BA111,Bandung,49cbc215,makanan,4
9,Aug,2022,BA111,Bandung,c3067c7a,minuman,3
9,Aug,2022,BA111,Bandung,ed50839c,layanan,4
9,Aug,2022,BA111,Bandung,80c28f70,kebersihan,4
9,Aug,2022,BA111,Bandung,a51b8316,fasilitas,4
10,Aug,2022,BA111,Bandung,db4aa262,makanan,3
10,Aug,2022,BA111,Bandung,b907c433,minuman,5
10,Aug,2022,BA111,Bandung,2f2127e1,layanan,4
10,Aug,2022,BA111,Bandung,cbafe59c,kebersihan,4
10,Aug,2022,BA111,Bandung,fda7c9dc,fasilitas,5
11,Aug,2022,BA111,Bandung,6eb8ea8e,makanan,4
11,Aug,2022,BA111,Bandung,42f6abc2,minuman,3
11,Aug,2022,BA111,Bandung,f9418dc5,layanan,3
11,Aug,2022,BA111,Bandung,2b62cd4e,kebersihan,4
11,Aug,2022,BA111,Bandung,e25fb58d,fasilitas,4
12,Aug,2022,BA111,Bandung,51a33eb3,makanan,4
12,Aug,2022,BA111,Bandung,211c0bf0,minuman,3
12,Aug,2022,BA111,Bandung,fb92f0c0,layanan,4
12,Aug,2022,BA111,Bandung,6a8561c6,kebersihan,5
12,Aug,2022,BA111,Bandung,2f9a7e8b,fasilitas,5
13,Aug,2022,BA111,Bandung,8f66992f,makanan,3
13,Aug,2022,BA111,Bandung,1a208410,minuman,3
13,Aug,2022,BA111,Bandung,be274a3d,layanan,3
13,Aug,2022,BA111,Bandung,b093427c,kebersihan,5
13,Aug,2022,BA111,Bandung,d4242bea,fasilitas,3
14,Aug,2022,BA111,Bandung,47a8c960,makanan,5
14,Aug,2022,BA111,Bandung,6d02f3f6,minuman,4
14,Aug,2022,BA111,Bandung,4956ccca,layanan,5
14,Aug,2022,BA111,Bandung,a233dafb,kebersihan,5
14,Aug,2022,BA111,Bandung,186d25e8,fasilitas,4
15,Aug,2022,BA111,Bandung,a7f7b545,makanan,3
15,Aug,2022,BA111,Bandung,040e742b,minuman,3
15,Aug,2022,BA111,Bandung,6bfce490,layanan,5
15,Aug,2022,BA111,Bandung,c37abe34,kebersihan,5
15,Aug,2022,BA111,Bandung,b9020b53,fasilitas,3
16,Aug,2022,BA111,Bandung,6de8f432,makanan,5
16,Aug,2022,BA111,Bandung,2962241e,minuman,5
16,Aug,2022,BA111,Bandung,3fc69f09,layanan,3
16,Aug,2022,BA111,Bandung,3b53ccb7,kebersihan,3
16,Aug,2022,BA111,Bandung,25c5c79a,fasilitas,5
17,Aug,2022,BA111,Bandung,dda209f4,makanan,5
17,Aug,2022,BA111,Bandung,e6f93f94,minuman,4
17,Aug,2022,BA111,Bandung,40c83dad,layanan,4
17,Aug,2022,BA111,Bandung,34e7d57d,kebersihan,5
17,Aug,2022,BA111,Bandung,14ba358f,fasilitas,3
18,Aug,2022,BA111,Bandung,57a45480,makanan,4
18,Aug,2022,BA111,Bandung,24aaf8c8,minuman,5
18,Aug,2022,BA111,Bandung,a0e7b524,layanan,4
18,Aug,2022,BA111,Bandung,061e5dd6,kebersihan,3
18,Aug,2022,BA111,Bandung,ebe6f100,fasilitas,3
19,Aug,2022,BA111,Bandung,afb57b5c,makanan,4
19,Aug,2022,BA111,Bandung,5d36bae8,minuman,3
19,Aug,2022,BA111,Bandung,7a7b1da9,layanan,5
19,Aug,2022,BA111,Bandung,9dd3dc06,kebersihan,4
19,Aug,2022,BA111,Bandung,731d8a81,fasilitas,5
20,Aug,2022,BA111,Bandung,931e1e16,makanan,3
20,Aug,2022,BA111,Bandung,deec46b2,minuman,3
20,Aug,2022,BA111,Bandung,ec2c0a27,layanan,3
20,Aug,2022,BA111,Bandung,b5e9103e,kebersihan,3
20,Aug,2022,BA111,Bandung,ccbff030,fasilitas,4
21,Aug,2022,BA111,Bandung,b15b363b,makanan,5
21,Aug,2022,BA111,Bandung,d6554933,minuman,3
21,Aug,2022,BA111,Bandung,4e49b915,layanan,3
21,Aug,2022,BA111,Bandung,ce39b7e7,kebersihan,4
21,Aug,2022,BA111,Bandung,202838cf,fasilitas,3
22,Aug,2022,BA111,Bandung,4d8e94cc,makanan,5
22,Aug,2022,BA111,Bandung,5be40bb9,minuman,5
22,Aug,2022,BA111,Bandung,1aa12414,layanan,5
22,Aug,2022,BA111,Bandung,c2378b1c,kebersihan,5
22,Aug,2022,BA111,Bandung,675eb4cd,fasilitas,5
23,Aug,2022,BA111,Bandung,d89e8874,makanan,4
23,Aug,2022,BA111,Bandung,1790edce,minuman,5
23,Aug,2022,BA111,Bandung,c1239b4a,layanan,3
23,Aug,2022,BA111,Bandung,a5d6dc8e,kebersihan,5
23,Aug,2022,BA111,Bandung,875dd6fd,fasilitas,5
24,Aug,2022,BA111,Bandung,72bf473c,makanan,5
24,Aug,2022,BA111,Bandung,a5599386,minuman,4
24,Aug,2022,BA111,Bandung,0c16efd5,layanan,5
24,Aug,2022,BA111,Bandung,3c414d4e,kebersihan,5
24,Aug,2022,BA111,Bandung,a8918137,fasilitas,3
25,Aug,2022,BA111,Bandung,d8d4a57d,makanan,3
25,Aug,2022,BA111,Bandung,8f67648d,minuman,3
25,Aug,2022,BA111,Bandung,8899624,layanan,3
25,Aug,2022,BA111,Bandung,3573f767,kebersihan,3
25,Aug,2022,BA111,Bandung,1a2035e7,fasilitas,4
26,Aug,2022,BA111,Bandung,f4d0f26a,makanan,4
26,Aug,2022,BA111,Bandung,61d82f7b,minuman,3
26,Aug,2022,BA111,Bandung,641748a4,layanan,3
26,Aug,2022,BA111,Bandung,9712b010,kebersihan,5
26,Aug,2022,BA111,Bandung,73913540,fasilitas,3
27,Aug,2022,BA111,Bandung,0befef25,makanan,4
27,Aug,2022,BA111,Bandung,b5e1ad54,minuman,5
27,Aug,2022,BA111,Bandung,24a87770,layanan,3
27,Aug,2022,BA111,Bandung,16d7131c,kebersihan,3
27,Aug,2022,BA111,Bandung,c45e473c,fasilitas,5
28,Aug,2022,BA111,Bandung,a666e0bc,makanan,3
28,Aug,2022,BA111,Bandung,57c41af3,minuman,4
28,Aug,2022,BA111,Bandung,8ec8618e,layanan,4
28,Aug,2022,BA111,Bandung,49d4a24e,kebersihan,3
28,Aug,2022,BA111,Bandung,f7dfea40,fasilitas,3
29,Aug,2022,BA111,Bandung,aaf3512d,makanan,5
29,Aug,2022,BA111,Bandung,ee24b38f,minuman,5
29,Aug,2022,BA111,Bandung,d463f0f5,layanan,5
29,Aug,2022,BA111,Bandung,a60049d3,kebersihan,4
29,Aug,2022,BA111,Bandung,49269db3,fasilitas,5
30,Aug,2022,BA111,Bandung,0ce8e65c,makanan,5
30,Aug,2022,BA111,Bandung,9ca3ac09,minuman,3
30,Aug,2022,BA111,Bandung,83fb1a57,layanan,3
30,Aug,2022,BA111,Bandung,0c449cb2,kebersihan,4
30,Aug,2022,BA111,Bandung,753120f5,fasilitas,4
31,Aug,2022,BA111,Bandung,da259f18,makanan,4
31,Aug,2022,BA111,Bandung,a15504a3,minuman,3
31,Aug,2022,BA111,Bandung,8f0cf052,layanan,4
31,Aug,2022,BA111,Bandung,298c6d6f,kebersihan,5
31,Aug,2022,BA111,Bandung,d4898771,fasilitas,5
1,Sep,2022,BA111,Bandung,68606276,makanan,4
1,Sep,2022,BA111,Bandung,a8b11095,minuman,5
1,Sep,2022,BA111,Bandung,dd6a285a,layanan,4
1,Sep,2022,BA111,Bandung,bc991a10,kebersihan,4
1,Sep,2022,BA111,Bandung,5c919a5a,fasilitas,3
2,Sep,2022,BA111,Bandung,c631651c,makanan,3
2,Sep,2022,BA111,Bandung,30ceff09,minuman,5
2,Sep,2022,BA111,Bandung,854e87d1,layanan,3
2,Sep,2022,BA111,Bandung,934edaad,kebersihan,5
2,Sep,2022,BA111,Bandung,d02bcdf8,fasilitas,5
3,Sep,2022,BA111,Bandung,7f05c15a,makanan,3
3,Sep,2022,BA111,Bandung,c67707c9,minuman,4
3,Sep,2022,BA111,Bandung,4168e0b4,layanan,3
3,Sep,2022,BA111,Bandung,dacfa167,kebersihan,5
3,Sep,2022,BA111,Bandung,5bc79720,fasilitas,4
4,Sep,2022,BA111,Bandung,1e01be8d,makanan,5
4,Sep,2022,BA111,Bandung,63139642,minuman,5
4,Sep,2022,BA111,Bandung,b9951e35,layanan,3
4,Sep,2022,BA111,Bandung,64851a06,kebersihan,4
4,Sep,2022,BA111,Bandung,ab5e775e,fasilitas,4
5,Sep,2022,BA111,Bandung,df492520,makanan,4
5,Sep,2022,BA111,Bandung,82407327,minuman,5
5,Sep,2022,BA111,Bandung,2d8bd6a2,layanan,3
5,Sep,2022,BA111,Bandung,6947ee4b,kebersihan,3
5,Sep,2022,BA111,Bandung,f382ec23,fasilitas,5
6,Sep,2022,BA111,Bandung,5713cfd1,makanan,5
6,Sep,2022,BA111,Bandung,7ba11302,minuman,4
6,Sep,2022,BA111,Bandung,8e686271,layanan,4
6,Sep,2022,BA111,Bandung,3e0c97a8,kebersihan,5
6,Sep,2022,BA111,Bandung,d61c1449,fasilitas,3
7,Sep,2022,BA111,Bandung,a6ae3e8c,makanan,3
7,Sep,2022,BA111,Bandung,69799fe5,minuman,3
7,Sep,2022,BA111,Bandung,972fbfe2,layanan,3
7,Sep,2022,BA111,Bandung,4cfa7221,kebersihan,3
7,Sep,2022,BA111,Bandung,c4afa03f,fasilitas,5
8,Sep,2022,BA111,Bandung,f119cb1c,makanan,3
8,Sep,2022,BA111,Bandung,97ff92cf,minuman,4
8,Sep,2022,BA111,Bandung,9f85a2a5,layanan,3
8,Sep,2022,BA111,Bandung,c27082bf,kebersihan,3
8,Sep,2022,BA111,Bandung,039b39dc,fasilitas,4
9,Sep,2022,BA111,Bandung,ccd2f58f,makanan,4
9,Sep,2022,BA111,Bandung,f2396b2f,minuman,3
9,Sep,2022,BA111,Bandung,19b9d2b0,layanan,4
9,Sep,2022,BA111,Bandung,0622cc13,kebersihan,5
9,Sep,2022,BA111,Bandung,2d218f5a,fasilitas,3
10,Sep,2022,BA111,Bandung,05f7de7b,makanan,3
10,Sep,2022,BA111,Bandung,938126db,minuman,4
10,Sep,2022,BA111,Bandung,adf183e5,layanan,5
10,Sep,2022,BA111,Bandung,7e697e88,kebersihan,4
10,Sep,2022,BA111,Bandung,3fafe7aa,fasilitas,5
11,Sep,2022,BA111,Bandung,1094f7d1,makanan,5
11,Sep,2022,BA111,Bandung,487f590c,minuman,3
11,Sep,2022,BA111,Bandung,d381de5c,layanan,3
11,Sep,2022,BA111,Bandung,f07d97d1,kebersihan,4
11,Sep,2022,BA111,Bandung,7fe9c30c,fasilitas,4
12,Sep,2022,BA111,Bandung,05bf0135,makanan,5
12,Sep,2022,BA111,Bandung,bcba549e,minuman,4
12,Sep,2022,BA111,Bandung,1acbfdc8,layanan,5
12,Sep,2022,BA111,Bandung,ab92ca6b,kebersihan,3
12,Sep,2022,BA111,Bandung,fe9f360f,fasilitas,3
13,Sep,2022,BA111,Bandung,e52292c1,makanan,3
13,Sep,2022,BA111,Bandung,e000456d,minuman,4
13,Sep,2022,BA111,Bandung,fda31f0d,layanan,3
13,Sep,2022,BA111,Bandung,dce3b0dd,kebersihan,5
13,Sep,2022,BA111,Bandung,cecd27da,fasilitas,3
14,Sep,2022,BA111,Bandung,008ad960,makanan,4
14,Sep,2022,BA111,Bandung,603fc3a3,minuman,5
14,Sep,2022,BA111,Bandung,6ca23e9d,layanan,3
14,Sep,2022,BA111,Bandung,1c768a4b,kebersihan,5
14,Sep,2022,BA111,Bandung,4c2645f2,fasilitas,5
15,Sep,2022,BA111,Bandung,82fa52b8,makanan,4
15,Sep,2022,BA111,Bandung,2d904b7a,minuman,3
15,Sep,2022,BA111,Bandung,048baaee,layanan,5
15,Sep,2022,BA111,Bandung,9fb73280,kebersihan,5
15,Sep,2022,BA111,Bandung,f6a89fab,fasilitas,5
16,Sep,2022,BA111,Bandung,d140cbe7,makanan,3
16,Sep,2022,BA111,Bandung,e7421e0e,minuman,3
16,Sep,2022,BA111,Bandung,245c5e49,layanan,3
16,Sep,2022,BA111,Bandung,17ded723,kebersihan,4
16,Sep,2022,BA111,Bandung,7c50dbd8,fasilitas,5
17,Sep,2022,BA111,Bandung,b6665c16,makanan,3
17,Sep,2022,BA111,Bandung,7c3fbb7d,minuman,4
17,Sep,2022,BA111,Bandung,15c36add,layanan,5
17,Sep,2022,BA111,Bandung,8b966191,kebersihan,4
17,Sep,2022,BA111,Bandung,f796742e,fasilitas,3
18,Sep,2022,BA111,Bandung,070be689,makanan,4
18,Sep,2022,BA111,Bandung,96a65cfc,minuman,5
18,Sep,2022,BA111,Bandung,f3024dfc,layanan,3
18,Sep,2022,BA111,Bandung,b0524e50,kebersihan,3
18,Sep,2022,BA111,Bandung,aaa0e31e,fasilitas,4
19,Sep,2022,BA111,Bandung,c3155510,makanan,3
19,Sep,2022,BA111,Bandung,d2d9fc28,minuman,3
19,Sep,2022,BA111,Bandung,76af8f9f,layanan,4
19,Sep,2022,BA111,Bandung,e5556741,kebersihan,5
19,Sep,2022,BA111,Bandung,3985a16b,fasilitas,3
20,Sep,2022,BA111,Bandung,65d2892f,makanan,3
20,Sep,2022,BA111,Bandung,32e28c03,minuman,5
20,Sep,2022,BA111,Bandung,5cf5e25d,layanan,5
20,Sep,2022,BA111,Bandung,380eb3b5,kebersihan,5
20,Sep,2022,BA111,Bandung,fc796c01,fasilitas,4
21,Sep,2022,BA111,Bandung,19990b97,makanan,4
21,Sep,2022,BA111,Bandung,8501d328,minuman,3
21,Sep,2022,BA111,Bandung,4c8be16c,layanan,4
21,Sep,2022,BA111,Bandung,d724e738,kebersihan,4
21,Sep,2022,BA111,Bandung,7ad3d254,fasilitas,5
22,Sep,2022,BA111,Bandung,d3ab52fe,makanan,3
22,Sep,2022,BA111,Bandung,1e7d1d2b,minuman,4
22,Sep,2022,BA111,Bandung,8a1c4a32,layanan,3
22,Sep,2022,BA111,Bandung,19f20ea8,kebersihan,3
22,Sep,2022,BA111,Bandung,b25a87d3,fasilitas,4
23,Sep,2022,BA111,Bandung,2319595a,makanan,5
23,Sep,2022,BA111,Bandung,394d510a,minuman,4
23,Sep,2022,BA111,Bandung,d69eddbc,layanan,5
23,Sep,2022,BA111,Bandung,a1e92f6f,kebersihan,4
23,Sep,2022,BA111,Bandung,3c4839c7,fasilitas,3
24,Sep,2022,BA111,Bandung,c7ddd67c,makanan,5
24,Sep,2022,BA111,Bandung,bcfe731a,minuman,3
24,Sep,2022,BA111,Bandung,48516798,layanan,3
24,Sep,2022,BA111,Bandung,3876005d,kebersihan,5
24,Sep,2022,BA111,Bandung,e36b0057,fasilitas,5
25,Sep,2022,BA111,Bandung,9402a23f,makanan,4
25,Sep,2022,BA111,Bandung,618615bd,minuman,5
25,Sep,2022,BA111,Bandung,982bb01c,layanan,4
25,Sep,2022,BA111,Bandung,b1a12397,kebersihan,4
25,Sep,2022,BA111,Bandung,655a42f9,fasilitas,3
26,Sep,2022,BA111,Bandung,66e7ebc3,makanan,3
26,Sep,2022,BA111,Bandung,d1c98233,minuman,3
26,Sep,2022,BA111,Bandung,8dc3ab02,layanan,3
26,Sep,2022,BA111,Bandung,dd09855d,kebersihan,3
26,Sep,2022,BA111,Bandung,7b6c29a2,fasilitas,3
27,Sep,2022,BA111,Bandung,91e20a34,makanan,3
27,Sep,2022,BA111,Bandung,07539bee,minuman,5
27,Sep,2022,BA111,Bandung,3dded638,layanan,4
27,Sep,2022,BA111,Bandung,57d7d691,kebersihan,3
27,Sep,2022,BA111,Bandung,e203af41,fasilitas,4
28,Sep,2022,BA111,Bandung,c33c44ca,makanan,4
28,Sep,2022,BA111,Bandung,5e15aaab,minuman,3
28,Sep,2022,BA111,Bandung,5377cc81,layanan,4
28,Sep,2022,BA111,Bandung,c794f69a,kebersihan,5
28,Sep,2022,BA111,Bandung,ac4ff8b7,fasilitas,4
29,Sep,2022,BA111,Bandung,4ecfef66,makanan,5
29,Sep,2022,BA111,Bandung,aab03f21,minuman,3
29,Sep,2022,BA111,Bandung,b44a3791,layanan,5
29,Sep,2022,BA111,Bandung,1ae9e800,kebersihan,3
29,Sep,2022,BA111,Bandung,af85f3fc,fasilitas,3
30,Sep,2022,BA111,Bandung,0012deb8,makanan,5
30,Sep,2022,BA111,Bandung,cd4d9888,minuman,3
30,Sep,2022,BA111,Bandung,5617627a,layanan,3
30,Sep,2022,BA111,Bandung,8a32e750,kebersihan,4
30,Sep,2022,BA111,Bandung,e3eca9c6,fasilitas,3
1,Oct,2022,BA111,Bandung,0dbd86ef,makanan,3
1,Oct,2022,BA111,Bandung,81da463a,minuman,4
1,Oct,2022,BA111,Bandung,345e1a34,layanan,4
1,Oct,2022,BA111,Bandung,e3bb5e2f,kebersihan,5
1,Oct,2022,BA111,Bandung,c0d3ef29,fasilitas,5
2,Oct,2022,BA111,Bandung,fea61511,makanan,5
2,Oct,2022,BA111,Bandung,29dc1607,minuman,5
2,Oct,2022,BA111,Bandung,515f3320,layanan,5
2,Oct,2022,BA111,Bandung,03f86e37,kebersihan,5
2,Oct,2022,BA111,Bandung,aec571a6,fasilitas,4
3,Oct,2022,BA111,Bandung,53c669fa,makanan,4
3,Oct,2022,BA111,Bandung,77a254f2,minuman,3
3,Oct,2022,BA111,Bandung,a579755e,layanan,3
3,Oct,2022,BA111,Bandung,92a55578,kebersihan,5
3,Oct,2022,BA111,Bandung,e5fdffb7,fasilitas,4
4,Oct,2022,BA111,Bandung,3336029,makanan,5
4,Oct,2022,BA111,Bandung,eaba88b2,minuman,3
4,Oct,2022,BA111,Bandung,57afa6b6,layanan,5
4,Oct,2022,BA111,Bandung,16456c02,kebersihan,5
4,Oct,2022,BA111,Bandung,5b311437,fasilitas,3
5,Oct,2022,BA111,Bandung,16771fb3,makanan,5
5,Oct,2022,BA111,Bandung,f7bb13a3,minuman,4
5,Oct,2022,BA111,Bandung,ee34462a,layanan,4
5,Oct,2022,BA111,Bandung,0a5aa98a,kebersihan,3
5,Oct,2022,BA111,Bandung,58614b60,fasilitas,4
6,Oct,2022,BA111,Bandung,ab84c82b,makanan,3
6,Oct,2022,BA111,Bandung,d0e3e91c,minuman,5
6,Oct,2022,BA111,Bandung,8d47246d,layanan,4
6,Oct,2022,BA111,Bandung,43febd42,kebersihan,5
6,Oct,2022,BA111,Bandung,fe64c316,fasilitas,5
7,Oct,2022,BA111,Bandung,893c3e10,makanan,3
7,Oct,2022,BA111,Bandung,51c87cc9,minuman,3
7,Oct,2022,BA111,Bandung,f4164a56,layanan,3
7,Oct,2022,BA111,Bandung,bf9f4c6f,kebersihan,5
7,Oct,2022,BA111,Bandung,24954510,fasilitas,5
8,Oct,2022,BA111,Bandung,d2e06576,makanan,3
8,Oct,2022,BA111,Bandung,3cec01d3,minuman,5
8,Oct,2022,BA111,Bandung,e063ba9c,layanan,3
8,Oct,2022,BA111,Bandung,61b53067,kebersihan,3
8,Oct,2022,BA111,Bandung,fc506c9c,fasilitas,4
9,Oct,2022,BA111,Bandung,03229be3,makanan,4
9,Oct,2022,BA111,Bandung,ce79ccd7,minuman,5
9,Oct,2022,BA111,Bandung,8f1c6bf2,layanan,4
9,Oct,2022,BA111,Bandung,710687c2,kebersihan,3
9,Oct,2022,BA111,Bandung,aaeceef6,fasilitas,3
10,Oct,2022,BA111,Bandung,c5195787,makanan,5
10,Oct,2022,BA111,Bandung,be634101,minuman,4
10,Oct,2022,BA111,Bandung,ae57fcfd,layanan,5
10,Oct,2022,BA111,Bandung,0e3608da,kebersihan,5
